"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","GDPHRWKD","TOT","IDX2015","A","2002",82.891625,
"USA","GDPHRWKD","TOT","IDX2015","A","2003",85.398085,
"USA","GDPHRWKD","TOT","IDX2015","A","2004",87.632516,
"USA","GDPHRWKD","TOT","IDX2015","A","2005",89.463196,
"USA","GDPHRWKD","TOT","IDX2015","A","2006",90.31024,
"USA","GDPHRWKD","TOT","IDX2015","A","2007",91.57842,
"USA","GDPHRWKD","TOT","IDX2015","A","2008",92.751305,
"USA","GDPHRWKD","TOT","IDX2015","A","2009",95.715647,
"USA","GDPHRWKD","TOT","IDX2015","A","2010",98.245288,
"USA","GDPHRWKD","TOT","IDX2015","A","2011",98.282918,
"USA","GDPHRWKD","TOT","IDX2015","A","2012",98.653951,
"USA","GDPHRWKD","TOT","IDX2015","A","2013",99.073648,
"USA","GDPHRWKD","TOT","IDX2015","A","2014",99.446088,
"USA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"USA","GDPHRWKD","TOT","IDX2015","A","2016",100.302963,
"USA","GDPHRWKD","TOT","IDX2015","A","2017",101.258731,
"USA","GDPHRWKD","TOT","IDX2015","A","2018",102.326631,
"USA","GDPHRWKD","TOT","IDX2015","A","2019",103.590779,
"USA","GDPHRWKD","TOT","IDX2015","A","2020",106.263359,
"BGR","GDPHRWKD","TOT","IDX2015","A","1995",62.67684,
"BGR","GDPHRWKD","TOT","IDX2015","A","1996",64.273695,
"BGR","GDPHRWKD","TOT","IDX2015","A","1997",56.99558,
"BGR","GDPHRWKD","TOT","IDX2015","A","1998",61.829787,
"BGR","GDPHRWKD","TOT","IDX2015","A","1999",58.502895,
"BGR","GDPHRWKD","TOT","IDX2015","A","2000",63.795434,
"BGR","GDPHRWKD","TOT","IDX2015","A","2001",66.269869,
"BGR","GDPHRWKD","TOT","IDX2015","A","2002",70.025906,
"BGR","GDPHRWKD","TOT","IDX2015","A","2003",72.045881,
"BGR","GDPHRWKD","TOT","IDX2015","A","2004",73.755077,
"BGR","GDPHRWKD","TOT","IDX2015","A","2005",77.11784,
"BGR","GDPHRWKD","TOT","IDX2015","A","2006",79.920127,
"BGR","GDPHRWKD","TOT","IDX2015","A","2007",82.545193,
"BGR","GDPHRWKD","TOT","IDX2015","A","2008",83.600657,
"BGR","GDPHRWKD","TOT","IDX2015","A","2009",84.639759,
"BGR","GDPHRWKD","TOT","IDX2015","A","2010",89.490574,
"BGR","GDPHRWKD","TOT","IDX2015","A","2011",93.498556,
"BGR","GDPHRWKD","TOT","IDX2015","A","2012",96.570846,
"BGR","GDPHRWKD","TOT","IDX2015","A","2013",96.414173,
"BGR","GDPHRWKD","TOT","IDX2015","A","2014",97.043797,
"BGR","GDPHRWKD","TOT","IDX2015","A","2015",100,
"BGR","GDPHRWKD","TOT","IDX2015","A","2016",102.582152,
"BGR","GDPHRWKD","TOT","IDX2015","A","2017",103.579945,
"BGR","GDPHRWKD","TOT","IDX2015","A","2018",106.387642,
"BGR","GDPHRWKD","TOT","IDX2015","A","2019",110.263892,
"BGR","GDPHRWKD","TOT","IDX2015","A","2020",110.644324,
"CHL","GDPHRWKD","TOT","IDX2015","A","1986",39.512177,
"CHL","GDPHRWKD","TOT","IDX2015","A","1987",40.478736,
"CHL","GDPHRWKD","TOT","IDX2015","A","1988",40.886529,
"CHL","GDPHRWKD","TOT","IDX2015","A","1989",42.821744,
"CHL","GDPHRWKD","TOT","IDX2015","A","1990",43.400032,
"CHL","GDPHRWKD","TOT","IDX2015","A","1991",46.117991,
"CHL","GDPHRWKD","TOT","IDX2015","A","1992",49.458023,
"CHL","GDPHRWKD","TOT","IDX2015","A","1993",50.526865,
"CHL","GDPHRWKD","TOT","IDX2015","A","1994",53.542549,
"CHL","GDPHRWKD","TOT","IDX2015","A","1995",59.186099,
"CHL","GDPHRWKD","TOT","IDX2015","A","1996",63.332129,
"CHL","GDPHRWKD","TOT","IDX2015","A","1997",68.239843,
"CHL","GDPHRWKD","TOT","IDX2015","A","1998",68.38633,
"CHL","GDPHRWKD","TOT","IDX2015","A","1999",69.575698,
"CHL","GDPHRWKD","TOT","IDX2015","A","2000",72.467161,
"CHL","GDPHRWKD","TOT","IDX2015","A","2001",74.706152,
"CHL","GDPHRWKD","TOT","IDX2015","A","2002",75.368709,
"CHL","GDPHRWKD","TOT","IDX2015","A","2003",76.002736,
"CHL","GDPHRWKD","TOT","IDX2015","A","2004",79.563322,
"CHL","GDPHRWKD","TOT","IDX2015","A","2005",83.809638,
"CHL","GDPHRWKD","TOT","IDX2015","A","2006",87.263045,
"CHL","GDPHRWKD","TOT","IDX2015","A","2007",90.627313,
"CHL","GDPHRWKD","TOT","IDX2015","A","2008",92.623983,
"CHL","GDPHRWKD","TOT","IDX2015","A","2009",92.705822,
"CHL","GDPHRWKD","TOT","IDX2015","A","2010",89.581258,
"CHL","GDPHRWKD","TOT","IDX2015","A","2011",91.394871,
"CHL","GDPHRWKD","TOT","IDX2015","A","2012",95.567897,"B"
"CHL","GDPHRWKD","TOT","IDX2015","A","2013",97.677607,
"CHL","GDPHRWKD","TOT","IDX2015","A","2014",99.253906,
"CHL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CHL","GDPHRWKD","TOT","IDX2015","A","2016",101.44408,
"CHL","GDPHRWKD","TOT","IDX2015","A","2017",101.386041,
"CHL","GDPHRWKD","TOT","IDX2015","A","2018",104.126118,
"CHL","GDPHRWKD","TOT","IDX2015","A","2019",105.126334,
"CHL","GDPHRWKD","TOT","IDX2015","A","2020",119.393799,"E"
"CRI","GDPHRWKD","TOT","IDX2015","A","1991",62.894385,
"CRI","GDPHRWKD","TOT","IDX2015","A","1992",63.56383,
"CRI","GDPHRWKD","TOT","IDX2015","A","1993",64.723598,
"CRI","GDPHRWKD","TOT","IDX2015","A","1994",64.034478,
"CRI","GDPHRWKD","TOT","IDX2015","A","1995",65.333285,
"CRI","GDPHRWKD","TOT","IDX2015","A","1996",65.593634,
"CRI","GDPHRWKD","TOT","IDX2015","A","1997",64.659184,
"CRI","GDPHRWKD","TOT","IDX2015","A","1998",65.374817,
"CRI","GDPHRWKD","TOT","IDX2015","A","1999",66.886294,
"CRI","GDPHRWKD","TOT","IDX2015","A","2000",68.092144,
"CRI","GDPHRWKD","TOT","IDX2015","A","2001",67.691545,
"CRI","GDPHRWKD","TOT","IDX2015","A","2002",68.151409,
"CRI","GDPHRWKD","TOT","IDX2015","A","2003",69.11186,
"CRI","GDPHRWKD","TOT","IDX2015","A","2004",70.84245,
"CRI","GDPHRWKD","TOT","IDX2015","A","2005",69.609736,
"CRI","GDPHRWKD","TOT","IDX2015","A","2006",72.355632,
"CRI","GDPHRWKD","TOT","IDX2015","A","2007",73.340227,
"CRI","GDPHRWKD","TOT","IDX2015","A","2008",75.650728,
"CRI","GDPHRWKD","TOT","IDX2015","A","2009",77.795111,
"CRI","GDPHRWKD","TOT","IDX2015","A","2010",86.883473,
"CRI","GDPHRWKD","TOT","IDX2015","A","2011",91.054479,
"CRI","GDPHRWKD","TOT","IDX2015","A","2012",89.785124,
"CRI","GDPHRWKD","TOT","IDX2015","A","2013",94.482413,
"CRI","GDPHRWKD","TOT","IDX2015","A","2014",96.884612,
"CRI","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CRI","GDPHRWKD","TOT","IDX2015","A","2016",104.38458,
"CRI","GDPHRWKD","TOT","IDX2015","A","2017",106.846175,
"CRI","GDPHRWKD","TOT","IDX2015","A","2018",108.227453,
"CRI","GDPHRWKD","TOT","IDX2015","A","2019",110.945826,
"CRI","GDPHRWKD","TOT","IDX2015","A","2020",128.124559,
"HRV","GDPHRWKD","TOT","IDX2015","A","1995",63.722901,
"HRV","GDPHRWKD","TOT","IDX2015","A","1996",67.596731,
"HRV","GDPHRWKD","TOT","IDX2015","A","1997",71.724376,
"HRV","GDPHRWKD","TOT","IDX2015","A","1998",73.531514,
"HRV","GDPHRWKD","TOT","IDX2015","A","1999",72.849933,
"HRV","GDPHRWKD","TOT","IDX2015","A","2000",75.163944,
"HRV","GDPHRWKD","TOT","IDX2015","A","2001",77.980028,
"HRV","GDPHRWKD","TOT","IDX2015","A","2002",81.839435,
"HRV","GDPHRWKD","TOT","IDX2015","A","2003",84.315174,
"HRV","GDPHRWKD","TOT","IDX2015","A","2004",87.07286,
"HRV","GDPHRWKD","TOT","IDX2015","A","2005",90.004982,
"HRV","GDPHRWKD","TOT","IDX2015","A","2006",91.530624,
"HRV","GDPHRWKD","TOT","IDX2015","A","2007",93.071565,
"HRV","GDPHRWKD","TOT","IDX2015","A","2008",92.862535,
"HRV","GDPHRWKD","TOT","IDX2015","A","2009",86.802774,
"HRV","GDPHRWKD","TOT","IDX2015","A","2010",88.485046,
"HRV","GDPHRWKD","TOT","IDX2015","A","2011",92.171409,
"HRV","GDPHRWKD","TOT","IDX2015","A","2012",94.237025,
"HRV","GDPHRWKD","TOT","IDX2015","A","2013",97.363655,
"HRV","GDPHRWKD","TOT","IDX2015","A","2014",95.422127,
"HRV","GDPHRWKD","TOT","IDX2015","A","2015",100,
"HRV","GDPHRWKD","TOT","IDX2015","A","2016",102.845111,
"HRV","GDPHRWKD","TOT","IDX2015","A","2017",104.42817,
"HRV","GDPHRWKD","TOT","IDX2015","A","2018",105.473111,
"HRV","GDPHRWKD","TOT","IDX2015","A","2019",104.361121,
"HRV","GDPHRWKD","TOT","IDX2015","A","2020",97.286176,
"EST","GDPHRWKD","TOT","IDX2015","A","2000",60.535218,
"EST","GDPHRWKD","TOT","IDX2015","A","2001",64.047757,
"EST","GDPHRWKD","TOT","IDX2015","A","2002",68.323486,
"EST","GDPHRWKD","TOT","IDX2015","A","2003",71.784218,
"EST","GDPHRWKD","TOT","IDX2015","A","2004",76.650283,
"EST","GDPHRWKD","TOT","IDX2015","A","2005",81.186504,
"EST","GDPHRWKD","TOT","IDX2015","A","2006",85.277815,
"EST","GDPHRWKD","TOT","IDX2015","A","2007",91.714391,
"EST","GDPHRWKD","TOT","IDX2015","A","2008",88.532926,
"EST","GDPHRWKD","TOT","IDX2015","A","2009",90.389314,
"EST","GDPHRWKD","TOT","IDX2015","A","2010",95.230659,
"EST","GDPHRWKD","TOT","IDX2015","A","2011",93.664216,
"EST","GDPHRWKD","TOT","IDX2015","A","2012",96.782402,
"EST","GDPHRWKD","TOT","IDX2015","A","2013",98.021637,
"EST","GDPHRWKD","TOT","IDX2015","A","2014",100.545821,
"EST","GDPHRWKD","TOT","IDX2015","A","2015",100,
"EST","GDPHRWKD","TOT","IDX2015","A","2016",102.625491,
"EST","GDPHRWKD","TOT","IDX2015","A","2017",105.666517,
"EST","GDPHRWKD","TOT","IDX2015","A","2018",111.814508,
"EST","GDPHRWKD","TOT","IDX2015","A","2019",115.812285,
"EST","GDPHRWKD","TOT","IDX2015","A","2020",119.494037,
"ISR","GDPHRWKD","TOT","IDX2015","A","1981",63.710936,
"ISR","GDPHRWKD","TOT","IDX2015","A","1982",64.813669,
"ISR","GDPHRWKD","TOT","IDX2015","A","1983",65.166668,
"ISR","GDPHRWKD","TOT","IDX2015","A","1984",64.637304,
"ISR","GDPHRWKD","TOT","IDX2015","A","1985",66.8456,
"ISR","GDPHRWKD","TOT","IDX2015","A","1986",68.662071,
"ISR","GDPHRWKD","TOT","IDX2015","A","1987",71.508504,
"ISR","GDPHRWKD","TOT","IDX2015","A","1988",72.849752,
"ISR","GDPHRWKD","TOT","IDX2015","A","1989",71.921579,
"ISR","GDPHRWKD","TOT","IDX2015","A","1990",75.647833,
"ISR","GDPHRWKD","TOT","IDX2015","A","1991",77.532273,
"ISR","GDPHRWKD","TOT","IDX2015","A","1992",77.089838,
"ISR","GDPHRWKD","TOT","IDX2015","A","1993",76.581001,
"ISR","GDPHRWKD","TOT","IDX2015","A","1994",75.538635,
"ISR","GDPHRWKD","TOT","IDX2015","A","1995",74.772233,
"ISR","GDPHRWKD","TOT","IDX2015","A","1996",75.496096,
"ISR","GDPHRWKD","TOT","IDX2015","A","1997",76.324962,
"ISR","GDPHRWKD","TOT","IDX2015","A","1998",78.478305,
"ISR","GDPHRWKD","TOT","IDX2015","A","1999",78.396367,
"ISR","GDPHRWKD","TOT","IDX2015","A","2000",81.611962,
"ISR","GDPHRWKD","TOT","IDX2015","A","2001",82.358129,
"ISR","GDPHRWKD","TOT","IDX2015","A","2002",80.851109,
"ISR","GDPHRWKD","TOT","IDX2015","A","2003",81.599705,
"ISR","GDPHRWKD","TOT","IDX2015","A","2004",85.342457,
"ISR","GDPHRWKD","TOT","IDX2015","A","2005",86.359897,
"ISR","GDPHRWKD","TOT","IDX2015","A","2006",89.536154,
"ISR","GDPHRWKD","TOT","IDX2015","A","2007",90.533683,
"ISR","GDPHRWKD","TOT","IDX2015","A","2008",90.655056,
"ISR","GDPHRWKD","TOT","IDX2015","A","2009",89.856922,
"ISR","GDPHRWKD","TOT","IDX2015","A","2010",92.473969,
"ISR","GDPHRWKD","TOT","IDX2015","A","2011",95.273824,
"ISR","GDPHRWKD","TOT","IDX2015","A","2012",95.56551,
"ISR","GDPHRWKD","TOT","IDX2015","A","2013",98.04925,
"ISR","GDPHRWKD","TOT","IDX2015","A","2014",100.065602,
"ISR","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ISR","GDPHRWKD","TOT","IDX2015","A","2016",100.730418,
"ISR","GDPHRWKD","TOT","IDX2015","A","2017",102.671793,
"ISR","GDPHRWKD","TOT","IDX2015","A","2018",105.35519,
"ISR","GDPHRWKD","TOT","IDX2015","A","2019",108.366182,
"ISR","GDPHRWKD","TOT","IDX2015","A","2020",115.05278,
"LVA","GDPHRWKD","TOT","IDX2015","A","2000",54.105079,
"LVA","GDPHRWKD","TOT","IDX2015","A","2001",56.283559,
"LVA","GDPHRWKD","TOT","IDX2015","A","2002",60.917256,
"LVA","GDPHRWKD","TOT","IDX2015","A","2003",65.987601,
"LVA","GDPHRWKD","TOT","IDX2015","A","2004",73.144329,
"LVA","GDPHRWKD","TOT","IDX2015","A","2005",79.160824,
"LVA","GDPHRWKD","TOT","IDX2015","A","2006",83.707192,"B"
"LVA","GDPHRWKD","TOT","IDX2015","A","2007",89.994833,
"LVA","GDPHRWKD","TOT","IDX2015","A","2008",82.403122,
"LVA","GDPHRWKD","TOT","IDX2015","A","2009",84.622465,
"LVA","GDPHRWKD","TOT","IDX2015","A","2010",87.377691,
"LVA","GDPHRWKD","TOT","IDX2015","A","2011",87.511457,
"LVA","GDPHRWKD","TOT","IDX2015","A","2012",93.150214,
"LVA","GDPHRWKD","TOT","IDX2015","A","2013",93.215768,
"LVA","GDPHRWKD","TOT","IDX2015","A","2014",95.775412,
"LVA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"LVA","GDPHRWKD","TOT","IDX2015","A","2016",102.617985,
"LVA","GDPHRWKD","TOT","IDX2015","A","2017",106.954523,
"LVA","GDPHRWKD","TOT","IDX2015","A","2018",108.900284,
"LVA","GDPHRWKD","TOT","IDX2015","A","2019",113.762081,
"LVA","GDPHRWKD","TOT","IDX2015","A","2020",115.836476,
"LTU","GDPHRWKD","TOT","IDX2015","A","1995",42.835547,
"LTU","GDPHRWKD","TOT","IDX2015","A","1996",44.686989,
"LTU","GDPHRWKD","TOT","IDX2015","A","1997",47.950471,
"LTU","GDPHRWKD","TOT","IDX2015","A","1998",50.584729,
"LTU","GDPHRWKD","TOT","IDX2015","A","1999",52.710355,
"LTU","GDPHRWKD","TOT","IDX2015","A","2000",53.365864,
"LTU","GDPHRWKD","TOT","IDX2015","A","2001",59.565551,
"LTU","GDPHRWKD","TOT","IDX2015","A","2002",62.371112,
"LTU","GDPHRWKD","TOT","IDX2015","A","2003",68.056369,
"LTU","GDPHRWKD","TOT","IDX2015","A","2004",69.69924,
"LTU","GDPHRWKD","TOT","IDX2015","A","2005",74.519682,
"LTU","GDPHRWKD","TOT","IDX2015","A","2006",80.479135,
"LTU","GDPHRWKD","TOT","IDX2015","A","2007",86.262701,
"LTU","GDPHRWKD","TOT","IDX2015","A","2008",88.313468,
"LTU","GDPHRWKD","TOT","IDX2015","A","2009",84.507369,
"LTU","GDPHRWKD","TOT","IDX2015","A","2010",87.956463,
"LTU","GDPHRWKD","TOT","IDX2015","A","2011",94.030806,
"LTU","GDPHRWKD","TOT","IDX2015","A","2012",95.949513,
"LTU","GDPHRWKD","TOT","IDX2015","A","2013",98.904058,
"LTU","GDPHRWKD","TOT","IDX2015","A","2014",100.775395,
"LTU","GDPHRWKD","TOT","IDX2015","A","2015",100,
"LTU","GDPHRWKD","TOT","IDX2015","A","2016",99.001723,
"LTU","GDPHRWKD","TOT","IDX2015","A","2017",106.312372,
"LTU","GDPHRWKD","TOT","IDX2015","A","2018",108.600526,
"LTU","GDPHRWKD","TOT","IDX2015","A","2019",112.850442,
"LTU","GDPHRWKD","TOT","IDX2015","A","2020",119.519344,
"ROU","GDPHRWKD","TOT","IDX2015","A","1995",41.76771,
"ROU","GDPHRWKD","TOT","IDX2015","A","1996",43.936106,
"ROU","GDPHRWKD","TOT","IDX2015","A","1997",41.474221,
"ROU","GDPHRWKD","TOT","IDX2015","A","1998",41.927052,
"ROU","GDPHRWKD","TOT","IDX2015","A","1999",42.495135,
"ROU","GDPHRWKD","TOT","IDX2015","A","2000",43.810229,
"ROU","GDPHRWKD","TOT","IDX2015","A","2001",46.60375,
"ROU","GDPHRWKD","TOT","IDX2015","A","2002",54.404485,
"ROU","GDPHRWKD","TOT","IDX2015","A","2003",56.61756,
"ROU","GDPHRWKD","TOT","IDX2015","A","2004",63.411225,
"ROU","GDPHRWKD","TOT","IDX2015","A","2005",66.917114,
"ROU","GDPHRWKD","TOT","IDX2015","A","2006",72.366538,
"ROU","GDPHRWKD","TOT","IDX2015","A","2007",76.335734,
"ROU","GDPHRWKD","TOT","IDX2015","A","2008",84.809551,
"ROU","GDPHRWKD","TOT","IDX2015","A","2009",84.074427,
"ROU","GDPHRWKD","TOT","IDX2015","A","2010",82.35654,
"ROU","GDPHRWKD","TOT","IDX2015","A","2011",85.519836,
"ROU","GDPHRWKD","TOT","IDX2015","A","2012",87.819072,"B"
"ROU","GDPHRWKD","TOT","IDX2015","A","2013",92.196687,
"ROU","GDPHRWKD","TOT","IDX2015","A","2014",95.538891,
"ROU","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ROU","GDPHRWKD","TOT","IDX2015","A","2016",104.529363,
"ROU","GDPHRWKD","TOT","IDX2015","A","2017",110.985401,
"ROU","GDPHRWKD","TOT","IDX2015","A","2018",115.772584,
"ROU","GDPHRWKD","TOT","IDX2015","A","2019",120.39482,
"ROU","GDPHRWKD","TOT","IDX2015","A","2020",117.766872,
"RUS","GDPHRWKD","TOT","IDX2015","A","1995",62.464734,
"RUS","GDPHRWKD","TOT","IDX2015","A","1996",61.122942,
"RUS","GDPHRWKD","TOT","IDX2015","A","1997",62.945907,
"RUS","GDPHRWKD","TOT","IDX2015","A","1998",61.51683,
"RUS","GDPHRWKD","TOT","IDX2015","A","1999",60.209612,
"RUS","GDPHRWKD","TOT","IDX2015","A","2000",63.511681,
"RUS","GDPHRWKD","TOT","IDX2015","A","2001",66.758437,
"RUS","GDPHRWKD","TOT","IDX2015","A","2002",68.245369,
"RUS","GDPHRWKD","TOT","IDX2015","A","2003",73.068583,
"RUS","GDPHRWKD","TOT","IDX2015","A","2004",77.331225,
"RUS","GDPHRWKD","TOT","IDX2015","A","2005",81.346256,
"RUS","GDPHRWKD","TOT","IDX2015","A","2006",86.709834,
"RUS","GDPHRWKD","TOT","IDX2015","A","2007",91.776863,
"RUS","GDPHRWKD","TOT","IDX2015","A","2008",96.152366,
"RUS","GDPHRWKD","TOT","IDX2015","A","2009",91.815928,
"RUS","GDPHRWKD","TOT","IDX2015","A","2010",94.989062,
"RUS","GDPHRWKD","TOT","IDX2015","A","2011",97.601403,
"RUS","GDPHRWKD","TOT","IDX2015","A","2012",100.399305,
"RUS","GDPHRWKD","TOT","IDX2015","A","2013",102.485456,
"RUS","GDPHRWKD","TOT","IDX2015","A","2014",102.767518,
"RUS","GDPHRWKD","TOT","IDX2015","A","2015",100,
"RUS","GDPHRWKD","TOT","IDX2015","A","2016",100.301006,
"RUS","GDPHRWKD","TOT","IDX2015","A","2017",101.982307,
"RUS","GDPHRWKD","TOT","IDX2015","A","2018",105.010968,
"RUS","GDPHRWKD","TOT","IDX2015","A","2019",108.312295,
"RUS","GDPHRWKD","TOT","IDX2015","A","2020",112.299021,
"SVN","GDPHRWKD","TOT","IDX2015","A","1995",60.262991,
"SVN","GDPHRWKD","TOT","IDX2015","A","1996",64.483001,
"SVN","GDPHRWKD","TOT","IDX2015","A","1997",69.500075,
"SVN","GDPHRWKD","TOT","IDX2015","A","1998",71.306984,
"SVN","GDPHRWKD","TOT","IDX2015","A","1999",73.893916,
"SVN","GDPHRWKD","TOT","IDX2015","A","2000",76.288661,
"SVN","GDPHRWKD","TOT","IDX2015","A","2001",78.951283,
"SVN","GDPHRWKD","TOT","IDX2015","A","2002",79.298174,
"SVN","GDPHRWKD","TOT","IDX2015","A","2003",81.746584,
"SVN","GDPHRWKD","TOT","IDX2015","A","2004",84.427877,
"SVN","GDPHRWKD","TOT","IDX2015","A","2005",90.134493,
"SVN","GDPHRWKD","TOT","IDX2015","A","2006",95.478905,
"SVN","GDPHRWKD","TOT","IDX2015","A","2007",99.578566,
"SVN","GDPHRWKD","TOT","IDX2015","A","2008",99.443009,
"SVN","GDPHRWKD","TOT","IDX2015","A","2009",93.167784,
"SVN","GDPHRWKD","TOT","IDX2015","A","2010",96.366367,
"SVN","GDPHRWKD","TOT","IDX2015","A","2011",99.864334,
"SVN","GDPHRWKD","TOT","IDX2015","A","2012",99.292575,
"SVN","GDPHRWKD","TOT","IDX2015","A","2013",98.320726,
"SVN","GDPHRWKD","TOT","IDX2015","A","2014",99.445673,
"SVN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"SVN","GDPHRWKD","TOT","IDX2015","A","2016",103.474614,
"SVN","GDPHRWKD","TOT","IDX2015","A","2017",107.368238,
"SVN","GDPHRWKD","TOT","IDX2015","A","2018",110.187721,
"SVN","GDPHRWKD","TOT","IDX2015","A","2019",110.850369,
"SVN","GDPHRWKD","TOT","IDX2015","A","2020",111.526471,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2001",70.394587,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2002",73.457397,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2003",78.717925,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2004",79.908688,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2005",77.458775,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2006",80.649985,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2007",84.435044,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2008",81.787373,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2009",84.032837,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2010",89.676764,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2011",90.006464,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2012",90.96521,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2013",90.957625,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2014",91.040101,
"ZAF","GDPHRWKD","TOT","IDX2015","A","2015",100,"E"
"ZAF","GDPHRWKD","TOT","IDX2015","A","2016",88.402926,"E"
"ZAF","GDPHRWKD","TOT","IDX2015","A","2017",88.353923,"E"
"ZAF","GDPHRWKD","TOT","IDX2015","A","2018",88.055115,"E"
"ZAF","GDPHRWKD","TOT","IDX2015","A","2019",88.42503,"E"
"EU28","GDPHRWKD","TOT","IDX2015","A","1995",75.88545,
"EU28","GDPHRWKD","TOT","IDX2015","A","1996",76.882112,
"EU28","GDPHRWKD","TOT","IDX2015","A","1997",78.656993,
"EU28","GDPHRWKD","TOT","IDX2015","A","1998",80.048553,
"EU28","GDPHRWKD","TOT","IDX2015","A","1999",81.784614,
"EU28","GDPHRWKD","TOT","IDX2015","A","2000",84.399803,
"EU28","GDPHRWKD","TOT","IDX2015","A","2001",86.145136,
"EU28","GDPHRWKD","TOT","IDX2015","A","2002",87.933889,
"EU28","GDPHRWKD","TOT","IDX2015","A","2003",89.10659,
"EU28","GDPHRWKD","TOT","IDX2015","A","2004",90.588337,
"EU28","GDPHRWKD","TOT","IDX2015","A","2005",91.611454,
"EU28","GDPHRWKD","TOT","IDX2015","A","2006",93.13296,
"EU28","GDPHRWKD","TOT","IDX2015","A","2007",94.026361,
"EU28","GDPHRWKD","TOT","IDX2015","A","2008",93.746283,
"EU28","GDPHRWKD","TOT","IDX2015","A","2009",92.525028,
"EU28","GDPHRWKD","TOT","IDX2015","A","2010",95.222885,
"EU28","GDPHRWKD","TOT","IDX2015","A","2011",96.694585,
"EU28","GDPHRWKD","TOT","IDX2015","A","2012",97.10282,
"EU28","GDPHRWKD","TOT","IDX2015","A","2013",97.978649,
"EU28","GDPHRWKD","TOT","IDX2015","A","2014",98.589722,
"EU28","GDPHRWKD","TOT","IDX2015","A","2015",100,
"EU28","GDPHRWKD","TOT","IDX2015","A","2016",100.292359,
"EU28","GDPHRWKD","TOT","IDX2015","A","2017",101.883035,
"EU28","GDPHRWKD","TOT","IDX2015","A","2018",102.625273,
"EU28","GDPHRWKD","TOT","IDX2015","A","2019",103.374516,
"OECD","GDPHRWKD","TOT","IDX2015","A","2000",83.626341,
"OECD","GDPHRWKD","TOT","IDX2015","A","2001",85.005413,
"OECD","GDPHRWKD","TOT","IDX2015","A","2002",86.252502,
"OECD","GDPHRWKD","TOT","IDX2015","A","2003",88.057482,
"OECD","GDPHRWKD","TOT","IDX2015","A","2004",90.044662,
"OECD","GDPHRWKD","TOT","IDX2015","A","2005",91.448771,
"OECD","GDPHRWKD","TOT","IDX2015","A","2006",92.922055,
"OECD","GDPHRWKD","TOT","IDX2015","A","2007",94.252316,
"OECD","GDPHRWKD","TOT","IDX2015","A","2008",94.266876,
"OECD","GDPHRWKD","TOT","IDX2015","A","2009",94.286245,
"OECD","GDPHRWKD","TOT","IDX2015","A","2010",95.746915,
"OECD","GDPHRWKD","TOT","IDX2015","A","2011",96.736192,
"OECD","GDPHRWKD","TOT","IDX2015","A","2012",97.13671,
"OECD","GDPHRWKD","TOT","IDX2015","A","2013",98.139239,
"OECD","GDPHRWKD","TOT","IDX2015","A","2014",98.917002,
"OECD","GDPHRWKD","TOT","IDX2015","A","2015",100,
"OECD","GDPHRWKD","TOT","IDX2015","A","2016",100.546877,
"OECD","GDPHRWKD","TOT","IDX2015","A","2017",102.140598,
"OECD","GDPHRWKD","TOT","IDX2015","A","2018",103.173704,
"OECD","GDPHRWKD","TOT","IDX2015","A","2019",104.533529,
"OECD","GDPHRWKD","TOT","IDX2015","A","2020",107.85924,
"G-7","GDPHRWKD","TOT","IDX2015","A","1970",40.708315,
"G-7","GDPHRWKD","TOT","IDX2015","A","1971",42.392801,
"G-7","GDPHRWKD","TOT","IDX2015","A","1972",44.445639,
"G-7","GDPHRWKD","TOT","IDX2015","A","1973",46.31157,
"G-7","GDPHRWKD","TOT","IDX2015","A","1974",47.089977,
"G-7","GDPHRWKD","TOT","IDX2015","A","1975",48.092679,
"G-7","GDPHRWKD","TOT","IDX2015","A","1976",49.736028,
"G-7","GDPHRWKD","TOT","IDX2015","A","1977",51.112381,
"G-7","GDPHRWKD","TOT","IDX2015","A","1978",52.576637,
"G-7","GDPHRWKD","TOT","IDX2015","A","1979",53.744312,
"G-7","GDPHRWKD","TOT","IDX2015","A","1980",54.190217,
"G-7","GDPHRWKD","TOT","IDX2015","A","1981",55.610599,
